time,CO,CO_model,NO2,NO2_model,O3,O3_model,SO2,SO2_model,PM2.5,PM2.5_model,PM10,PM10_model
2022-01-27 01:00:00,300.0,320.99997,12.0,12.531249,65.0,47.999996,4.0,0.7539062,26.6,32.124996,29.6,36.874996
2022-01-27 02:00:00,300.0,310.99997,12.0,12.531249,61.0,48.749996,4.0,0.7304687,29.0,31.562498,32.4,35.749996
2022-01-27 03:00:00,200.0,310.99997,15.0,13.718749,58.0,47.999996,3.0,0.7304687,38.3,32.124996,42.8,36.249996
2022-01-27 04:00:00,200.0,317.99997,21.0,15.093749,49.0,46.499996,3.0,0.96874994,38.1,32.624996,41.0,36.624996
2022-01-27 05:00:00,200.0,337.99997,43.0,16.499998,25.0,45.124996,3.0,1.6249999,34.9,33.999996,37.7,38.249996
2022-01-27 06:00:00,200.0,440.99997,41.0,18.187498,29.0,42.249996,2.0,3.3984373,32.7,45.249996,36.9,51.124996
2022-01-27 07:00:00,300.0,567.99994,32.0,19.062498,36.0,40.874996,2.0,5.1406245,29.8,56.374996,33.8,64.49999
2022-01-27 08:00:00,500.0,641.99994,43.0,14.937499,32.0,45.874996,3.0,4.5312495,28.2,60.624996,33.3,70.49999
2022-01-27 09:00:00,500.0,675.99994,27.0,11.656249,55.0,53.749996,3.0,3.9374998,29.4,59.999996,40.6,70.49999
2022-01-27 10:00:00,500.0,641.99994,19.0,3.5624998,64.0,85.24999,4.0,3.6718748,30.6,50.999996,44.1,59.999996
2022-01-27 11:00:00,400.0,567.99994,14.0,3.2187498,73.0,89.49999,5.0,3.3437498,30.4,41.874996,45.1,49.249996
2022-01-27 12:00:00,400.0,494.99997,10.0,3.4765623,80.0,91.74999,7.0,3.0468748,29.5,34.749996,36.8,40.874996
2022-01-27 13:00:00,400.0,280.99997,12.0,3.6015623,81.0,92.99999,6.0,1.0742186,29.9,28.874998,38.7,33.874996
2022-01-27 14:00:00,400.0,257.99997,12.0,4.2031245,83.0,92.99999,5.0,0.9101562,28.1,26.874998,39.0,31.374998
2022-01-27 15:00:00,300.0,250.49998,18.0,5.3593745,75.0,92.99999,5.0,0.8496093,26.6,26.187498,38.2,30.687498
2022-01-27 16:00:00,300.0,453.99997,36.0,15.437499,53.0,72.99999,5.0,3.8749998,27.8,26.812498,38.1,30.999998
2022-01-27 17:00:00,400.0,781.99994,51.0,24.374998,34.0,50.874996,5.0,7.2812495,28.8,29.062498,40.2,33.249996
2022-01-27 18:00:00,500.0,1111.9999,68.0,26.437498,16.0,39.374996,5.0,9.781249,26.9,33.624996,33.0,38.249996
2022-01-27 19:00:00,600.0,1295.9999,72.0,27.124998,10.0,35.124996,7.0,10.874999,29.8,37.624996,33.6,43.249996
2022-01-27 20:00:00,900.0,1255.9999,76.0,26.062498,12.0,35.124996,12.0,9.187499,29.7,37.374996,33.2,43.624996
2022-01-27 21:00:00,1000.0,1083.9999,68.0,23.999998,10.0,37.249996,11.0,6.7499995,25.3,35.874996,28.4,42.124996
2022-01-27 22:00:00,500.0,541.99994,62.0,22.312498,10.0,38.624996,7.0,3.0156248,21.7,31.624998,23.9,37.749996
2022-01-27 23:00:00,400.0,377.99997,60.0,21.249998,8.0,39.749996,6.0,1.5664061,18.9,23.874998,21.1,29.124998
2022-01-28 00:00:00,300.0,310.99997,57.0,20.062498,8.0,40.499996,6.0,0.98437494,19.3,20.312498,21.6,24.687498
2022-01-28 01:00:00,300.0,297.99997,42.0,25.749998,12.0,31.499998,5.0,0.9257812,19.0,29.687498,20.7,33.624996
2022-01-28 02:00:00,300.0,290.99997,37.0,23.999998,15.0,33.374996,5.0,0.95507807,20.5,47.874996,22.6,52.249996
2022-01-28 03:00:00,200.0,287.99997,51.0,24.374998,3.0,33.374996,4.0,1.1054686,21.5,63.749996,24.0,68.49999
2022-01-28 04:00:00,200.0,287.99997,50.0,25.749998,2.0,30.812498,4.0,1.1328124,21.2,76.49999,23.8,81.49999
2022-01-28 05:00:00,300.0,300.99997,54.0,28.124998,1.0,26.499998,3.0,1.3593749,22.6,98.49999,24.8,104.74999
2022-01-28 06:00:00,200.0,373.99997,58.0,31.874998,1.0,19.874998,3.0,2.5390623,23.0,186.49998,25.4,197.49998
2022-01-28 07:00:00,300.0,447.99997,62.0,33.624996,5.0,16.687498,4.0,3.6093748,25.2,313.99997,28.8,331.99997
2022-01-28 08:00:00,400.0,487.99997,65.0,29.187498,14.0,23.624998,4.0,3.7265623,32.2,396.99997,36.2,420.99997
2022-01-28 09:00:00,600.0,507.99997,79.0,27.437498,34.0,31.124998,5.0,3.4296873,26.6,411.99997,34.4,438.99997
2022-01-28 10:00:00,500.0,453.99997,60.0,14.937499,52.0,75.24999,3.0,2.9218748,20.6,337.99997,27.7,363.99997
2022-01-28 11:00:00,400.0,403.99997,17.0,9.437499,69.0,84.49999,4.0,2.5703123,19.3,260.99997,27.2,287.99997
2022-01-28 12:00:00,500.0,367.99997,13.0,7.3749995,75.0,89.49999,5.0,2.2968748,18.9,191.49998,24.6,217.99998
2022-01-28 13:00:00,500.0,297.99997,16.0,5.3593745,75.0,94.49999,5.0,1.5351561,20.1,99.49999,26.1,119.74999
2022-01-28 14:00:00,400.0,277.99997,15.0,4.9843745,77.0,95.99999,4.0,1.3124999,16.9,61.624996,22.4,79.49999
2022-01-28 15:00:00,400.0,267.99997,21.0,5.4843745,72.0,95.99999,4.0,1.1796874,17.3,44.874996,23.2,60.999996
2022-01-28 16:00:00,300.0,487.99997,47.0,6.2656245,40.0,92.99999,3.0,4.7187495,15.2,48.749996,19.9,63.874996
2022-01-28 17:00:00,400.0,821.99994,79.0,6.1718745,7.0,91.74999,4.0,9.187499,18.3,64.99999,24.9,81.49999
2022-01-28 18:00:00,400.0,1175.9999,81.0,5.8281245,6.0,90.99999,5.0,13.718749,22.8,76.24999,28.2,93.74999
2022-01-28 19:00:00,600.0,1403.9999,81.0,11.656249,15.0,76.74999,6.0,15.749999,27.7,81.49999,33.0,97.99999
2022-01-28 20:00:00,700.0,1363.9999,72.0,18.374998,14.0,58.749996,7.0,11.937499,25.8,75.24999,30.5,89.49999
2022-01-28 21:00:00,1200.0,1151.9999,66.0,22.999998,17.0,44.374996,13.0,8.249999,16.1,62.874996,19.1,75.49999
2022-01-28 22:00:00,900.0,453.99997,59.0,26.062498,13.0,33.999996,10.0,2.5390623,14.9,44.624996,16.7,54.749996
2022-01-28 23:00:00,600.0,330.99997,53.0,27.437498,8.0,28.624998,6.0,1.3437499,12.1,28.437498,13.6,35.499996
2022-01-29 00:00:00,500.0,280.99997,47.0,27.812498,6.0,27.562498,6.0,0.7382812,12.3,19.187498,14.1,23.687498
2022-01-29 01:00:00,300.0,277.99997,44.0,30.187498,2.0,24.374998,5.0,0.6855468,10.4,11.937499,11.7,14.656249
2022-01-29 02:00:00,500.0,287.99997,41.0,27.812498,1.0,26.124998,5.0,0.82031244,10.2,10.468749,11.5,12.718749
2022-01-29 03:00:00,400.0,300.99997,28.0,27.124998,8.0,27.562498,5.0,1.0898436,9.7,8.999999,10.8,11.062499
2022-01-29 04:00:00,300.0,310.99997,22.0,24.374998,25.0,32.999996,4.0,1.2539061,7.7,7.8124995,8.4,9.656249
2022-01-29 05:00:00,300.0,333.99997,32.0,21.249998,25.0,38.624996,3.0,1.5820311,7.4,7.8437495,7.8,9.531249
2022-01-29 06:00:00,300.0,420.99997,43.0,18.874998,19.0,44.374996,3.0,3.0156248,7.6,11.312499,8.4,13.406249
2022-01-29 07:00:00,300.0,521.99994,54.0,12.343749,12.0,60.874996,3.0,4.4218745,7.7,12.812499,8.4,15.468749
2022-01-29 08:00:00,600.0,595.99994,62.0,9.281249,7.0,62.999996,3.0,5.1874995,5.5,13.374999,6.5,16.374998
2022-01-29 09:00:00,600.0,647.99994,37.0,6.6874995,29.0,67.24999,4.0,5.0156245,3.5,12.843749,5.0,15.906249
2022-01-29 10:00:00,500.0,561.99994,26.0,3.9843748,41.0,72.99999,3.0,3.4921873,3.3,10.374999,6.2,13.593749
2022-01-29 11:00:00,400.0,487.99997,21.0,3.9062498,47.0,73.74999,4.0,3.1015623,3.3,8.156249,6.5,11.593749
2022-01-29 12:00:00,500.0,433.99997,18.0,4.0312495,52.0,74.49999,5.0,2.8984373,3.0,6.7968745,5.6,10.249999
2022-01-29 13:00:00,400.0,273.99997,16.0,4.5468745,55.0,73.74999,4.0,1.1484374,3.2,5.7343745,4.2,8.749999
2022-01-29 14:00:00,400.0,253.99998,17.0,5.1562495,54.0,71.74999,5.0,0.95507807,3.3,5.3281245,5.0,8.031249
2022-01-29 15:00:00,400.0,247.49998,14.0,5.5781245,57.0,69.49999,3.0,0.8867187,3.2,5.1562495,4.8,7.6093745
2022-01-29 16:00:00,500.0,413.99997,16.0,5.9999995,55.0,68.74999,4.0,3.7031248,3.0,5.3906245,4.9,7.9062495
2022-01-29 17:00:00,300.0,667.99994,15.0,6.6093745,56.0,68.74999,4.0,7.0937495,3.5,6.5781245,5.7,9.406249
2022-01-29 18:00:00,500.0,881.99994,18.0,6.6874995,54.0,69.49999,5.0,9.187499,4.0,8.999999,5.6,12.437499
2022-01-29 19:00:00,1000.0,989.99994,19.0,5.6562495,54.0,71.74999,9.0,9.562499,4.0,10.968749,5.9,14.781249
2022-01-29 20:00:00,1300.0,975.99994,17.0,5.4062495,59.0,68.74999,15.0,8.124999,4.2,11.062499,6.0,14.906249
2022-01-29 21:00:00,1300.0,935.99994,15.0,4.9843745,56.0,68.74999,13.0,6.4374995,5.0,11.124999,6.3,14.874999
2022-01-29 22:00:00,1200.0,741.99994,12.0,4.5468745,56.0,70.24999,,4.1874995,5.2,10.062499,6.0,13.718749
2022-01-29 23:00:00,1000.0,555.99994,9.0,4.1249995,59.0,71.74999,,2.3281248,5.1,7.1249995,6.0,10.187499
2022-01-30 00:00:00,600.0,433.99997,7.0,3.5156248,63.0,72.99999,7.0,1.4765624,4.5,6.2968745,5.5,9.218749
2022-01-30 01:00:00,400.0,400.99997,6.0,4.8906245,65.0,72.24999,5.0,1.2968749,4.0,6.7343745,5.6,9.343749
2022-01-30 02:00:00,400.0,380.99997,6.0,4.7187495,67.0,73.74999,,1.4765624,4.4,7.6874995,6.1,10.437499
2022-01-30 03:00:00,400.0,367.99997,6.0,4.6718745,67.0,72.99999,5.0,1.6718749,6.2,8.562499,8.6,11.468749
2022-01-30 04:00:00,400.0,367.99997,9.0,4.5468745,63.0,71.74999,4.0,1.7734374,8.7,10.093749,12.6,13.687499
2022-01-30 05:00:00,300.0,390.99997,10.0,4.4687495,63.0,70.24999,3.0,2.1796873,8.0,14.968749,13.9,19.562498
2022-01-30 06:00:00,400.0,515.99994,17.0,4.4687495,53.0,67.24999,3.0,4.0624995,7.7,33.624996,13.9,40.374996
2022-01-30 07:00:00,400.0,655.99994,12.0,4.5937495,55.0,65.99999,3.0,5.8437495,7.7,58.624996,13.6,67.99999
2022-01-30 08:00:00,400.0,755.99994,8.0,3.9062498,59.0,66.74999,3.0,6.2656245,8.2,74.49999,14.3,85.74999
2022-01-30 09:00:00,400.0,841.99994,9.0,2.9999998,62.0,67.99999,4.0,5.8437495,8.9,79.74999,15.9,92.24999
2022-01-30 10:00:00,500.0,827.99994,9.0,2.3593748,66.0,71.74999,4.0,5.6093745,8.9,69.24999,15.2,81.99999
2022-01-30 11:00:00,400.0,775.99994,7.0,2.2109373,67.0,74.49999,5.0,5.4374995,9.4,59.124996,17.0,71.74999
2022-01-30 12:00:00,600.0,707.99994,5.0,2.2734373,74.0,77.24999,8.0,5.3124995,10.2,51.374996,18.2,63.874996
2022-01-30 13:00:00,500.0,453.99997,7.0,2.4921873,74.0,76.74999,7.0,3.0156248,11.8,27.937498,18.7,37.999996
2022-01-30 14:00:00,400.0,410.99997,10.0,2.9999998,70.0,74.49999,6.0,2.8671873,12.5,18.687498,23.0,27.062498
2022-01-30 15:00:00,300.0,403.99997,13.0,3.7343748,68.0,72.24999,4.0,2.9843748,11.8,16.499998,24.0,24.374998
2022-01-30 16:00:00,300.0,587.99994,17.0,11.312499,61.0,52.999996,4.0,6.2031245,11.0,80.49999,25.3,93.49999
2022-01-30 17:00:00,400.0,961.99994,32.0,15.781249,41.0,34.374996,5.0,12.656249,10.8,201.49998,22.2,222.99998
2022-01-30 18:00:00,900.0,1443.9999,63.0,15.781249,13.0,25.437498,5.0,20.999998,11.3,317.99997,21.9,348.99997
2022-01-30 19:00:00,1100.0,1923.9999,72.0,16.812498,9.0,19.312498,6.0,29.624998,12.2,417.99997,20.8,458.99997
2022-01-30 20:00:00,1200.0,2303.9998,71.0,17.312498,13.0,15.218749,12.0,36.249996,12.7,438.99997,19.4,483.99997
2022-01-30 21:00:00,1100.0,2431.9998,65.0,17.312498,12.0,13.437499,12.0,37.749996,11.9,351.99997,18.5,392.99997
2022-01-30 22:00:00,1000.0,2303.9998,58.0,17.312498,9.0,12.531249,12.0,35.374996,13.4,74.24999,20.1,90.99999
2022-01-30 23:00:00,800.0,1951.9999,49.0,18.187498,9.0,11.468749,8.0,30.312498,12.1,24.124998,17.7,34.749996
2022-01-31 00:00:00,700.0,1511.9999,47.0,19.374998,3.0,10.312499,7.0,22.437498,12.8,12.343749,21.9,18.999998
2022-01-31 01:00:00,500.0,695.99994,48.0,15.093749,3.0,20.249998,6.0,5.7343745,10.6,6.9999995,15.1,13.624999
2022-01-31 02:00:00,700.0,567.99994,47.0,13.374999,2.0,26.124998,7.0,3.9999998,8.5,6.0312495,13.3,12.499999
2022-01-31 03:00:00,500.0,507.99997,46.0,12.531249,1.0,33.374996,6.0,3.7031248,7.8,5.3124995,13.3,11.499999
2022-01-31 04:00:00,400.0,480.99997,45.0,8.406249,1.0,65.99999,5.0,3.6093748,5.9,5.0156245,10.4,9.562499
2022-01-31 05:00:00,400.0,500.99997,52.0,7.9687495,1.0,70.24999,3.0,3.8203123,3.3,5.8749995,4.7,8.343749
2022-01-31 06:00:00,500.0,661.99994,57.0,7.9687495,1.0,70.99999,4.0,6.2031245,3.8,9.718749,6.9,11.906249
2022-01-31 07:00:00,500.0,855.99994,68.0,8.249999,3.0,72.24999,4.0,8.718749,5.0,12.124999,9.5,14.843749
2022-01-31 08:00:00,700.0,1083.9999,79.0,7.2031245,6.0,74.49999,6.0,10.499999,5.9,11.156249,14.2,14.062499
2022-01-31 09:00:00,600.0,1415.9999,50.0,5.7499995,33.0,77.99999,5.0,12.999999,6.7,9.343749,17.3,12.156249
2022-01-31 10:00:00,700.0,1763.9999,32.0,3.4765623,55.0,85.99999,8.0,15.749999,7.8,6.8906245,22.2,9.031249
2022-01-31 11:00:00,700.0,1951.9999,29.0,3.5624998,64.0,90.24999,8.0,15.031249,7.2,4.9062495,19.2,6.3906245
2022-01-31 12:00:00,600.0,1979.9999,24.0,4.3749995,79.0,92.99999,7.0,14.562499,6.7,3.4140623,14.3,4.4218745
2022-01-31 13:00:00,400.0,655.99994,25.0,5.4843745,75.0,94.49999,8.0,4.0624995,5.8,3.0390623,12.2,3.9687498
2022-01-31 14:00:00,400.0,521.99994,31.0,7.0312495,69.0,94.49999,8.0,3.1328123,5.6,3.4921873,15.0,4.5156245
2022-01-31 15:00:00,400.0,460.99997,33.0,7.8906245,65.0,94.49999,8.0,2.7421873,5.9,4.0937495,16.2,5.2343745
2022-01-31 16:00:00,500.0,390.99997,40.0,7.8906245,57.0,94.49999,7.0,2.2656248,6.1,5.5156245,17.4,6.8906245
2022-01-31 17:00:00,500.0,313.99997,72.0,6.6093745,23.0,94.49999,6.0,1.6874999,5.9,8.562499,14.7,10.437499
2022-01-31 18:00:00,600.0,293.99997,87.0,4.7187495,6.0,95.99999,5.0,1.4335936,6.1,13.687499,14.5,16.249998
2022-01-31 19:00:00,400.0,287.99997,84.0,4.4687495,5.0,95.99999,6.0,1.2382811,6.7,18.812498,14.2,21.999998
2022-01-31 20:00:00,400.0,277.99997,81.0,4.6406245,8.0,94.49999,6.0,1.0156249,7.5,20.562498,15.5,23.999998
2022-01-31 21:00:00,400.0,270.99997,85.0,4.4999995,6.0,90.99999,7.0,0.8574218,9.4,21.937498,16.4,25.499998
2022-01-31 22:00:00,300.0,263.99997,69.0,5.1093745,12.0,87.99999,6.0,0.67968744,9.9,22.937498,16.7,26.687498
2022-01-31 23:00:00,200.0,250.49998,27.0,6.6093745,52.0,85.99999,6.0,0.45898435,10.9,16.999998,18.4,20.312498
2022-02-01 00:00:00,200.0,247.49998,21.0,8.312499,59.0,85.24999,6.0,0.41406247,9.5,12.624999,16.4,15.562499
2022-02-01 01:00:00,200.0,247.49998,17.0,5.4843745,52.0,92.99999,5.0,0.60351557,9.9,29.374998,16.4,33.749996
2022-02-01 02:00:00,200.0,247.49998,23.0,5.2343745,45.0,94.49999,5.0,0.5527343,10.3,25.874998,16.6,30.124998
2022-02-01 03:00:00,200.0,247.49998,27.0,4.7656245,35.0,94.49999,5.0,0.45117185,10.2,22.937498,16.0,27.187498
2022-02-01 04:00:00,200.0,243.99998,21.0,6.0937495,64.0,87.99999,5.0,0.40624997,9.2,20.562498,15.1,24.749998
2022-02-01 05:00:00,200.0,243.99998,32.0,8.062499,48.0,77.99999,4.0,0.4550781,8.6,19.812498,14.3,24.187498
2022-02-01 06:00:00,200.0,257.99997,66.0,9.687499,12.0,72.99999,4.0,0.7167968,8.0,29.124998,14.0,34.874996
2022-02-01 07:00:00,300.0,267.99997,76.0,10.218749,1.0,74.49999,4.0,0.8652343,7.5,32.999996,12.4,39.624996
2022-02-01 08:00:00,400.0,270.99997,81.0,8.499999,3.0,80.99999,4.0,0.9023437,7.7,30.749998,12.9,37.749996
2022-02-01 09:00:00,400.0,273.99997,52.0,6.6874995,34.0,86.74999,5.0,0.9023437,8.1,24.062498,15.6,30.312498
2022-02-01 10:00:00,300.0,270.99997,22.0,2.1249998,62.0,97.49999,4.0,0.79882807,8.5,14.656249,15.0,19.812498
2022-02-01 11:00:00,300.0,273.99997,23.0,1.9531249,68.0,98.74999,6.0,0.76757807,7.8,12.156249,13.3,17.187498
2022-02-01 12:00:00,300.0,277.99997,26.0,2.0156248,70.0,98.74999,6.0,0.79882807,5.4,10.499999,8.7,15.781249
2022-02-01 13:00:00,300.0,290.99997,22.0,2.0156248,77.0,98.74999,5.0,0.9179687,5.3,8.999999,9.2,14.249999
2022-02-01 14:00:00,300.0,270.99997,23.0,2.1484373,77.0,97.49999,5.0,0.76757807,5.2,8.531249,10.0,13.812499
2022-02-01 15:00:00,300.0,250.49998,29.0,2.4453123,72.0,95.99999,5.0,0.5449218,4.8,8.312499,9.3,13.749999
2022-02-01 16:00:00,300.0,257.99997,25.0,2.7890623,68.0,95.99999,5.0,0.64843744,4.0,8.437499,8.1,13.937499
2022-02-01 17:00:00,300.0,277.99997,25.0,2.8281248,65.0,97.49999,6.0,0.8574218,3.9,9.499999,7.3,14.843749
2022-02-01 18:00:00,300.0,293.99997,20.0,2.8281248,67.0,97.49999,6.0,1.0742186,6.6,11.874999,10.6,17.624998
2022-02-01 19:00:00,300.0,303.99997,18.0,2.9999998,71.0,95.99999,7.0,1.1328124,9.7,13.812499,15.7,20.124998
2022-02-01 20:00:00,300.0,300.99997,31.0,3.1718748,54.0,95.99999,6.0,1.0312499,11.0,13.874999,17.1,20.187498
2022-02-01 21:00:00,300.0,297.99997,20.0,3.3046873,64.0,94.49999,7.0,0.93164057,11.3,13.718749,16.8,19.562498
2022-02-01 22:00:00,300.0,283.99997,26.0,3.2187498,53.0,92.99999,7.0,0.7167968,10.4,11.124999,14.4,16.187498
2022-02-01 23:00:00,200.0,263.99997,16.0,3.0859373,67.0,92.99999,6.0,0.40624997,9.4,6.3437495,13.5,10.343749
2022-02-02 00:00:00,200.0,257.99997,17.0,2.9140623,61.0,94.49999,6.0,0.28710935,8.8,4.8906245,12.5,8.343749
2022-02-02 01:00:00,200.0,253.99998,15.0,3.8203123,57.0,95.99999,6.0,0.32812497,7.9,6.0468745,11.5,9.374999
2022-02-02 02:00:00,200.0,260.99997,10.0,3.9062498,63.0,94.49999,6.0,0.3769531,7.3,6.0156245,11.2,9.437499
2022-02-02 03:00:00,200.0,270.99997,14.0,3.9453123,54.0,92.99999,6.0,0.40624997,8.1,6.1249995,11.3,9.624999
2022-02-02 04:00:00,300.0,307.99997,24.0,4.1249995,45.0,91.74999,5.0,0.5898437,8.8,6.1406245,12.1,9.749999
2022-02-02 05:00:00,200.0,383.99997,52.0,4.2031245,25.0,90.24999,5.0,0.96874994,7.1,6.9843745,10.0,10.749999
2022-02-02 06:00:00,300.0,607.99994,66.0,4.3281245,18.0,88.74999,4.0,2.5703123,8.0,12.312499,11.1,16.812498
2022-02-02 07:00:00,600.0,907.99994,42.0,4.2499995,43.0,87.99999,6.0,4.3593745,8.5,16.499998,12.3,21.562498
2022-02-02 08:00:00,800.0,1111.9999,61.0,3.9062498,26.0,85.99999,9.0,5.0156245,5.8,17.249998,10.7,22.499998
2022-02-02 09:00:00,800.0,1243.9999,,3.5624998,,82.99999,9.0,5.1406245,5.7,16.437498,11.7,21.562498
2022-02-02 10:00:00,800.0,1043.9999,,3.3046873,,80.99999,10.0,3.9999998,5.7,13.687499,13.6,18.312498
2022-02-02 11:00:00,800.0,947.99994,,3.8203123,,82.49999,11.0,3.9999998,5.1,10.437499,11.9,14.187499
2022-02-02 12:00:00,800.0,907.99994,20.0,4.7656245,80.0,82.99999,13.0,4.2968745,4.8,8.124999,9.1,10.999999
2022-02-02 13:00:00,600.0,507.99997,26.0,6.3437495,69.0,81.74999,11.0,2.1484373,4.1,7.3437495,7.9,9.749999
2022-02-02 14:00:00,500.0,494.99997,34.0,8.999999,65.0,77.24999,7.0,2.2421873,4.3,8.749999,9.6,11.406249
2022-02-02 15:00:00,400.0,494.99997,34.0,10.374999,53.0,70.24999,6.0,2.3906248,2.9,10.156249,7.9,13.156249
2022-02-02 16:00:00,400.0,741.99994,38.0,7.6406245,35.0,68.74999,5.0,5.3124995,3.0,14.156249,9.2,18.062498
2022-02-02 17:00:00,300.0,1163.9999,26.0,5.2812495,48.0,71.74999,5.0,8.593749,3.2,20.124998,8.2,25.374998
2022-02-02 18:00:00,800.0,1511.9999,21.0,4.5937495,51.0,72.99999,6.0,9.781249,3.8,27.749998,7.3,34.624996
2022-02-02 19:00:00,600.0,1735.9999,17.0,4.2031245,58.0,75.24999,7.0,10.031249,4.4,42.374996,9.2,51.749996
2022-02-02 20:00:00,800.0,1979.9999,11.0,3.8593748,67.0,80.24999,8.0,9.656249,6.4,55.374996,9.4,67.49999
2022-02-02 21:00:00,1300.0,2223.9998,9.0,3.8203123,70.0,81.74999,12.0,9.062499,7.0,59.124996,10.7,72.49999
2022-02-02 22:00:00,1500.0,2247.9998,7.0,3.8203123,73.0,80.24999,13.0,7.7499995,5.8,49.749996,9.2,62.624996
2022-02-02 23:00:00,1000.0,2087.9998,7.0,3.6484373,74.0,81.74999,11.0,6.2656245,5.5,28.687498,8.9,38.749996
2022-02-03 00:00:00,800.0,1895.9999,5.0,3.2578123,78.0,85.24999,9.0,6.0312495,5.6,16.937498,7.8,24.499998
2022-02-03 01:00:00,600.0,1391.9999,4.0,3.4296873,79.0,82.49999,9.0,3.1328123,5.8,13.531249,7.7,20.124998
2022-02-03 02:00:00,700.0,1043.9999,3.0,3.4296873,82.0,84.49999,11.0,3.4296873,5.9,13.156249,8.2,19.312498
2022-02-03 03:00:00,400.0,841.99994,3.0,3.6015623,83.0,80.99999,7.0,4.1874995,5.6,13.999999,7.8,20.374998
2022-02-03 04:00:00,400.0,701.99994,4.0,3.6874998,82.0,76.74999,7.0,4.5312495,5.4,15.624999,7.1,22.312498
2022-02-03 05:00:00,400.0,681.99994,8.0,3.6874998,78.0,72.99999,6.0,5.1874995,5.8,19.937498,8.2,27.249998
2022-02-03 06:00:00,400.0,841.99994,18.0,3.8203123,72.0,70.99999,5.0,8.124999,5.8,37.624996,8.5,47.374996
2022-02-03 07:00:00,600.0,1071.9999,23.0,4.1249995,72.0,68.74999,6.0,10.749999,7.4,55.874996,10.3,68.49999
2022-02-03 08:00:00,700.0,1255.9999,19.0,4.0312495,76.0,66.74999,9.0,11.468749,8.9,59.624996,13.7,73.74999
2022-02-03 09:00:00,800.0,1431.9999,13.0,3.7343748,75.0,64.49999,9.0,11.093749,11.3,50.249996,24.0,64.24999
